시즌,소속팀,이름,포지션,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WPA
2005,삼성 라이온즈,손주인,,0.03,14,8,7,3,2,0,0,0,2,1,0,0,1,0,0,3,0,0,0,0.286,0.375,0.286,0.661,0.326,95.1,
2005,삼성 라이온즈,곽용섭,,0.01,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2005,삼성 라이온즈,이태호,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2005,삼성 라이온즈,임창용,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2005,삼성 라이온즈,강영식,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2005,삼성 라이온즈,허연철,,-0.03,10,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.25,0.0,0.25,0.18,-3.9,
2005,삼성 라이온즈,박정환,2B,-0.05,26,44,38,5,7,1,0,1,11,7,1,0,4,0,0,15,2,1,1,0.184,0.256,0.289,0.545,0.249,42.9,
2005,삼성 라이온즈,박석민,,-0.05,52,92,81,7,16,3,1,0,21,4,1,0,7,3,0,13,3,0,1,0.198,0.283,0.259,0.542,0.263,52.2,
2005,삼성 라이온즈,김영복,C,-0.06,23,41,37,3,7,1,0,1,11,4,0,0,2,0,0,7,0,1,1,0.189,0.225,0.297,0.522,0.232,31.3,
2005,삼성 라이온즈,손승현,C,-0.06,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.9,
2005,SK 와이번스,박재홍,CF,5.51,109,495,421,76,128,21,1,18,205,63,22,10,67,2,2,78,10,2,3,0.304,0.4,0.487,0.887,0.4,147.4,
2005,SK 와이번스,김재현,DH,4.68,120,499,400,63,126,17,0,19,200,77,2,2,80,16,10,59,9,0,3,0.315,0.445,0.5,0.945,0.427,165.8,
2005,SK 와이번스,이진영,RF,3.63,122,523,453,76,132,19,1,20,213,74,8,5,55,3,3,60,7,8,4,0.291,0.369,0.47,0.839,0.373,128.3,
2005,SK 와이번스,이호준,1B,2.91,105,411,354,59,96,16,1,21,177,65,5,5,45,10,2,68,10,0,2,0.271,0.367,0.5,0.867,0.389,139.0,
2005,SK 와이번스,정경배,2B,2.87,126,502,427,49,122,16,1,11,173,63,7,8,44,10,1,75,7,14,7,0.286,0.361,0.405,0.766,0.344,107.7,
2005,SK 와이번스,박경완,C,2.75,114,425,347,43,85,17,0,11,135,44,1,4,57,7,7,100,6,8,6,0.245,0.357,0.389,0.746,0.335,101.2,
2005,SK 와이번스,김민재,SS,2.48,125,508,440,58,122,19,0,2,147,37,20,5,39,9,0,48,14,16,4,0.277,0.346,0.334,0.68,0.313,86.1,
2005,SK 와이번스,조중근,CF,0.81,108,196,171,20,41,7,1,6,68,30,2,2,11,9,1,36,0,4,1,0.24,0.318,0.398,0.715,0.321,91.5,
2005,SK 와이번스,최익성,LF,0.47,40,84,70,13,15,1,1,4,30,12,3,0,12,1,0,16,3,0,1,0.214,0.333,0.429,0.762,0.346,109.1,
2005,SK 와이번스,김태균,3B,0.34,110,272,232,24,55,11,1,5,83,22,1,0,18,3,0,57,3,18,1,0.237,0.299,0.358,0.657,0.284,65.9,
2005,SK 와이번스,채종범,RF,0.28,8,11,9,4,5,1,0,0,6,1,0,0,2,0,0,1,0,0,0,0.556,0.636,0.667,1.303,0.593,282.6,
2005,SK 와이번스,최정,,0.15,45,93,85,6,21,5,0,1,29,11,0,0,5,2,0,27,3,1,0,0.247,0.304,0.341,0.646,0.299,76.4,
2005,SK 와이번스,강성우,C,0.09,22,20,18,1,5,4,0,0,9,0,0,0,0,0,0,4,2,2,0,0.278,0.278,0.5,0.778,0.309,83.2,
2005,SK 와이번스,김형철,,0.08,20,8,8,1,3,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0.375,0.375,0.5,0.875,0.399,146.5,
2005,SK 와이번스,최경철,C,0.03,43,66,56,6,12,2,0,0,14,2,0,0,6,1,0,19,2,3,0,0.214,0.302,0.25,0.552,0.259,48.4,
2005,SK 와이번스,이대수,SS,-0.0,99,70,59,11,12,3,1,0,17,4,1,1,4,3,0,19,2,4,0,0.203,0.288,0.288,0.576,0.261,49.3,
2005,SK 와이번스,조경환,LF,-0.05,19,35,34,4,7,0,0,2,13,4,0,0,0,1,0,12,0,0,0,0.206,0.229,0.382,0.611,0.273,58.2,
2005,SK 와이번스,김강민,2B,-0.18,23,48,40,6,9,1,0,0,10,3,2,3,4,0,0,9,0,4,0,0.225,0.296,0.25,0.546,0.244,37.8,
2005,SK 와이번스,조동화,LF,-0.45,110,345,281,41,74,2,4,1,87,19,19,5,19,3,0,55,2,41,1,0.263,0.316,0.31,0.625,0.262,50.0,
2005,SK 와이번스,박재상,LF,-0.48,31,49,46,3,6,1,0,0,7,1,3,1,3,0,0,17,0,0,0,0.13,0.184,0.152,0.336,0.167,-16.5,
2005,SK 와이번스,정근우,3B,-0.5,52,106,88,11,17,2,0,0,19,5,4,2,4,4,0,13,3,8,2,0.193,0.255,0.216,0.471,0.214,16.2,
2005,SK 와이번스,김기태,1B,-0.52,54,130,112,5,23,4,0,0,27,11,0,0,15,0,1,23,4,2,1,0.205,0.297,0.241,0.538,0.258,47.1,
2005,한화 이글스,데이비스,CF,6.35,118,507,431,90,139,24,0,24,235,86,7,3,65,5,7,76,8,0,6,0.323,0.412,0.545,0.958,0.424,160.4,
2005,한화 이글스,김태균,1B,5.1,124,529,461,73,146,33,2,23,252,100,3,1,60,6,5,73,20,0,2,0.317,0.401,0.547,0.947,0.421,158.6,
2005,한화 이글스,이범호,3B,4.95,126,513,444,69,121,27,1,26,228,68,6,2,53,9,0,94,8,1,6,0.273,0.357,0.514,0.871,0.387,135.8,
2005,한화 이글스,브리또,SS,2.74,78,308,287,34,82,14,0,17,147,43,0,1,11,8,0,45,11,0,2,0.286,0.328,0.512,0.84,0.374,127.3,
2005,한화 이글스,신경현,C,2.17,110,358,321,38,89,15,1,4,118,23,2,3,29,2,0,47,8,3,3,0.277,0.338,0.368,0.706,0.327,95.8,
2005,한화 이글스,이도형,DH,1.63,113,431,391,43,101,18,1,22,187,72,0,0,30,9,0,75,15,0,1,0.258,0.325,0.478,0.803,0.36,118.2,
2005,한화 이글스,김인철,RF,1.47,103,288,262,46,72,16,0,10,118,39,8,3,20,2,0,59,9,3,1,0.275,0.33,0.45,0.78,0.35,111.2,
2005,한화 이글스,백재호,2B,1.11,85,260,235,29,65,8,0,4,85,20,5,0,15,4,0,48,11,5,1,0.277,0.329,0.362,0.691,0.317,89.5,
2005,한화 이글스,심광호,C,0.87,63,108,102,15,27,3,0,7,51,22,1,0,1,3,0,27,2,1,1,0.265,0.29,0.5,0.79,0.345,108.2,
2005,한화 이글스,스미스,,0.34,30,109,100,11,22,3,0,6,43,19,0,0,7,1,0,25,3,0,1,0.22,0.275,0.43,0.705,0.315,87.9,
2005,한화 이글스,이양기,,0.26,10,12,11,5,5,0,0,1,8,1,0,0,1,0,0,1,1,0,0,0.455,0.5,0.727,1.227,0.545,240.7,
2005,한화 이글스,고동진,RF,0.2,94,291,250,42,50,14,0,3,73,11,11,3,23,16,0,45,4,2,0,0.2,0.308,0.292,0.6,0.289,71.2,
2005,한화 이글스,임수민,2B,0.16,64,121,111,10,26,6,0,3,41,25,1,0,6,0,0,24,5,0,4,0.234,0.265,0.369,0.634,0.284,67.6,
2005,한화 이글스,김수연,LF,0.11,111,299,273,41,69,10,2,0,83,14,9,3,20,1,0,46,3,4,1,0.253,0.305,0.304,0.609,0.285,68.3,
2005,한화 이글스,권영근,,0.03,7,2,2,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1.0,0.471,191.5,
2005,한화 이글스,최민준,,0.02,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
2005,한화 이글스,조현수,,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2005,한화 이글스,최진행,,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2005,한화 이글스,전현태,,-0.03,21,35,27,3,4,1,0,0,5,0,0,1,8,0,0,13,1,0,0,0.148,0.343,0.185,0.528,0.283,67.0,
2005,한화 이글스,한상훈,2B,-0.05,94,189,168,19,36,4,1,1,45,7,1,0,17,0,0,42,4,4,0,0.214,0.287,0.268,0.554,0.262,52.8,
2005,한화 이글스,고지행,2B,-0.06,25,69,65,5,15,0,0,2,21,8,0,0,1,1,0,18,1,2,0,0.231,0.254,0.323,0.577,0.258,50.6,
2005,한화 이글스,정희상,,-0.07,4,6,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.167,0.0,0.167,0.125,-37.5,
2005,한화 이글스,장종훈,1B,-0.1,7,11,11,1,1,0,0,1,4,1,0,0,0,0,0,3,0,0,0,0.091,0.091,0.364,0.455,0.187,3.1,
2005,한화 이글스,박노민,C,-0.12,9,10,10,1,1,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0.1,0.1,0.1,0.2,0.094,-58.2,
2005,한화 이글스,백승룡,SS,-0.37,39,79,63,9,8,2,0,0,10,3,1,2,7,4,0,15,1,4,1,0.127,0.253,0.159,0.412,0.207,16.4,
2005,LG 트윈스,이병규,CF,4.94,119,517,466,62,157,24,2,9,212,75,10,6,34,9,1,62,10,1,7,0.337,0.388,0.455,0.843,0.385,136.3,
2005,LG 트윈스,클리어,RF,4.03,110,453,402,64,122,23,4,15,198,61,19,5,36,10,3,85,8,0,5,0.303,0.371,0.493,0.863,0.387,137.7,
2005,LG 트윈스,박용택,LF,3.55,126,523,472,90,132,25,1,15,204,71,43,7,43,5,3,98,9,0,3,0.28,0.344,0.432,0.776,0.353,113.9,
2005,LG 트윈스,이성열,C,2.49,102,230,187,34,44,7,3,9,84,30,3,1,21,21,3,78,0,0,1,0.235,0.374,0.449,0.823,0.374,128.6,
2005,LG 트윈스,최동수,1B,1.58,77,229,210,20,67,17,0,6,102,36,1,0,17,0,1,29,3,1,1,0.319,0.368,0.486,0.854,0.384,135.7,
2005,LG 트윈스,이종열,2B,1.01,85,303,269,37,68,7,2,6,97,29,5,1,21,4,1,37,6,7,2,0.253,0.314,0.361,0.675,0.305,80.6,
2005,LG 트윈스,김정민,C,1.0,79,211,186,19,51,9,0,5,75,29,0,2,7,6,0,20,8,10,2,0.274,0.318,0.403,0.722,0.315,87.5,
2005,LG 트윈스,박기남,3B,0.89,56,162,136,20,37,2,0,4,51,16,0,1,19,2,0,36,2,5,0,0.272,0.369,0.375,0.744,0.341,105.7,
2005,LG 트윈스,이대형,CF,0.84,107,142,127,40,34,4,1,0,40,5,37,9,11,1,0,35,2,3,0,0.268,0.331,0.315,0.646,0.302,78.5,
2005,LG 트윈스,권용관,SS,0.82,79,215,194,21,46,7,3,9,86,25,3,2,7,3,0,53,1,9,2,0.237,0.272,0.443,0.715,0.304,79.7,
2005,LG 트윈스,조인성,C,0.7,85,230,201,22,45,11,0,6,74,34,0,0,14,4,0,34,2,9,2,0.224,0.285,0.368,0.653,0.288,68.6,
2005,LG 트윈스,한규식,SS,0.57,115,325,275,37,65,9,1,0,76,23,0,1,36,1,0,65,4,10,3,0.236,0.324,0.276,0.6,0.283,65.2,
2005,LG 트윈스,마테오,,0.39,34,149,130,18,29,3,0,5,47,20,2,1,12,4,0,36,1,0,3,0.223,0.302,0.362,0.664,0.306,81.5,
2005,LG 트윈스,정의윤,LF,0.34,106,340,314,41,76,10,3,8,116,42,3,1,17,4,0,69,6,3,2,0.242,0.288,0.369,0.657,0.299,76.1,
2005,LG 트윈스,박병호,C,0.31,79,185,163,22,31,11,0,3,51,21,1,0,12,6,0,48,3,0,4,0.19,0.265,0.313,0.578,0.269,55.4,
2005,LG 트윈스,최승환,C,0.2,16,27,26,3,7,2,0,1,12,4,0,0,1,0,0,7,0,0,0,0.269,0.296,0.462,0.758,0.339,104.5,
2005,LG 트윈스,안재만,3B,0.18,65,199,174,16,41,10,0,2,57,18,15,6,9,5,0,49,1,9,2,0.236,0.29,0.328,0.617,0.275,59.8,
2005,LG 트윈스,오태근,,0.07,7,5,3,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0.333,0.6,0.333,0.933,0.483,204.7,
2005,LG 트윈스,이시찬,,-0.01,13,3,3,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-132.0,
2005,LG 트윈스,안치용,,-0.1,13,8,7,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0.143,0.143,0.143,0.286,0.118,-49.9,
2005,LG 트윈스,박경수,,-0.11,35,133,105,13,18,2,0,2,26,7,1,0,18,3,0,32,1,6,1,0.171,0.307,0.248,0.555,0.264,52.2,
2005,LG 트윈스,최길성,,-0.11,4,8,7,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0.143,0.125,0.143,0.268,0.118,-49.9,
2005,LG 트윈스,안상준,2B,-0.14,26,78,68,8,14,4,0,0,18,4,2,0,5,1,0,11,5,4,0,0.206,0.27,0.265,0.535,0.244,37.9,
2005,LG 트윈스,김우석,,-0.18,30,19,18,2,2,1,0,0,3,0,0,0,0,1,0,5,0,0,0,0.111,0.158,0.167,0.325,0.158,-21.8,
2005,LG 트윈스,김태완,2B,-0.31,29,50,40,5,4,0,0,0,4,1,0,1,7,2,0,11,0,1,0,0.1,0.265,0.1,0.365,0.207,11.9,
2005,LG 트윈스,서용빈,1B,-0.48,15,41,39,3,5,1,1,0,8,2,0,0,1,0,0,8,0,1,0,0.128,0.15,0.205,0.355,0.158,-21.6,
2005,롯데 자이언츠,이대호,3B,3.98,126,512,447,53,119,16,2,21,202,80,1,0,47,15,4,76,12,0,3,0.266,0.354,0.452,0.805,0.364,122.1,
2005,롯데 자이언츠,펠로우,RF,3.14,109,443,398,56,113,15,1,23,199,69,3,4,30,11,2,84,6,0,4,0.284,0.348,0.5,0.848,0.378,131.8,
2005,롯데 자이언츠,정수근,CF,2.5,109,431,370,63,106,21,2,0,131,29,21,15,49,4,1,53,3,6,2,0.286,0.374,0.354,0.728,0.341,105.7,
2005,롯데 자이언츠,박기혁,SS,2.25,114,382,335,44,93,13,3,3,121,27,8,3,36,1,0,61,5,9,1,0.278,0.349,0.361,0.71,0.326,95.2,
2005,롯데 자이언츠,라이온,1B,1.79,125,534,492,65,132,40,3,11,211,73,7,3,37,2,3,70,11,2,1,0.268,0.321,0.429,0.75,0.338,103.5,
2005,롯데 자이언츠,최준석,C,1.56,100,309,280,19,69,8,0,8,101,42,4,1,24,3,0,58,9,1,1,0.246,0.312,0.361,0.672,0.312,85.3,
2005,롯데 자이언츠,신명철,2B,1.01,116,398,344,47,88,16,3,5,125,33,21,8,25,3,0,79,5,25,1,0.256,0.311,0.363,0.674,0.293,72.1,
2005,롯데 자이언츠,박연수,LF,0.84,71,193,171,15,48,9,0,5,72,20,1,3,15,4,0,48,3,3,0,0.281,0.353,0.421,0.774,0.352,113.4,
2005,롯데 자이언츠,강민호,C,0.21,104,230,214,20,52,11,2,2,73,18,1,4,5,2,0,56,7,9,0,0.243,0.267,0.341,0.608,0.269,54.6,
2005,롯데 자이언츠,황준영,,0.19,17,21,17,7,4,1,0,1,8,1,0,0,4,0,0,3,1,0,0,0.235,0.381,0.471,0.852,0.387,138.3,
2005,롯데 자이언츠,손인호,LF,0.13,114,387,345,25,83,16,3,2,111,27,3,2,29,7,1,64,8,5,1,0.241,0.312,0.322,0.633,0.295,73.3,
2005,롯데 자이언츠,이동훈,C,0.12,2,3,3,0,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.667,0.667,1.0,1.667,0.751,394.2,
2005,롯데 자이언츠,권민성,,0.04,10,14,13,0,3,2,0,0,5,3,0,0,0,1,0,5,0,0,0,0.231,0.286,0.385,0.67,0.308,82.5,
2005,롯데 자이언츠,조인신,SS,-0.01,27,29,27,4,6,2,0,0,8,2,1,0,1,0,0,6,0,0,1,0.222,0.241,0.296,0.538,0.245,38.1,
2005,롯데 자이언츠,김승관,1B,-0.02,14,19,14,1,2,0,0,0,2,0,0,0,5,0,0,3,0,0,0,0.143,0.368,0.143,0.511,0.289,69.1,
2005,롯데 자이언츠,박현승,2B,-0.03,24,44,38,3,8,1,0,0,9,1,1,0,5,0,0,10,2,1,0,0.211,0.302,0.237,0.539,0.262,49.8,
2005,롯데 자이언츠,박진환,,-0.05,31,64,61,7,13,5,0,1,21,2,3,2,3,0,0,24,2,0,0,0.213,0.25,0.344,0.594,0.271,56.5,
2005,롯데 자이언츠,최기문,C,-0.06,94,209,177,15,34,7,1,0,43,10,3,1,13,9,0,29,5,9,1,0.192,0.28,0.243,0.523,0.246,38.9,
2005,롯데 자이언츠,박경진,C,-0.1,12,12,12,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0.167,0.167,0.167,0.333,0.157,-23.9,
2005,롯데 자이언츠,이원석,3B,-0.12,72,200,163,21,33,10,1,1,48,18,0,0,18,4,0,58,1,13,2,0.202,0.294,0.294,0.589,0.263,50.6,
2005,롯데 자이언츠,박종윤,,-0.12,6,8,7,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.0,0.125,0.0,0.125,0.094,-68.3,
2005,롯데 자이언츠,이계성,,-0.14,13,12,11,1,1,0,0,0,1,1,0,0,1,0,0,6,0,0,0,0.091,0.167,0.091,0.258,0.139,-36.9,
2005,롯데 자이언츠,조효상,,-0.16,38,44,39,6,7,2,0,0,9,2,0,0,3,1,0,12,0,1,0,0.179,0.256,0.231,0.487,0.233,29.5,
2005,롯데 자이언츠,박정준,,-0.38,91,130,117,18,24,4,1,0,30,7,6,4,7,2,0,23,2,2,2,0.205,0.258,0.256,0.514,0.241,35.2,
2005,롯데 자이언츠,박준서,SS,-0.39,68,94,82,9,16,2,1,0,20,5,4,2,4,0,0,25,0,8,0,0.195,0.233,0.244,0.477,0.206,10.8,
2005,KIA 타이거즈,이종범,CF,4.79,118,495,430,69,134,25,2,6,181,36,28,5,47,11,2,49,8,7,0,0.312,0.393,0.421,0.814,0.374,127.8,
2005,KIA 타이거즈,장성호,1B,3.37,123,533,464,70,139,23,1,16,212,74,4,1,61,3,10,48,12,1,4,0.3,0.382,0.457,0.839,0.377,129.8,
2005,KIA 타이거즈,홍세완,SS,2.67,90,386,345,45,98,15,1,9,142,46,7,7,36,2,3,41,15,1,2,0.284,0.353,0.412,0.765,0.35,111.3,
2005,KIA 타이거즈,손지환,3B,2.13,107,357,316,37,88,13,0,11,134,44,1,2,24,9,1,29,6,5,3,0.278,0.344,0.424,0.768,0.346,109.1,
2005,KIA 타이거즈,심재학,RF,1.83,94,309,252,34,64,9,0,12,109,39,3,1,43,7,3,50,6,3,4,0.254,0.373,0.433,0.805,0.363,120.5,
2005,KIA 타이거즈,이용규,RF,1.46,124,479,414,57,110,17,2,5,146,37,31,10,39,9,0,64,6,14,3,0.266,0.34,0.353,0.692,0.317,89.0,
2005,KIA 타이거즈,마해영,DH,1.1,94,387,338,46,90,17,0,12,143,60,0,0,35,8,2,66,13,2,4,0.266,0.346,0.423,0.769,0.349,110.7,
2005,KIA 타이거즈,김상훈,C,0.98,105,338,298,29,70,8,0,8,102,40,0,2,24,4,1,50,5,8,4,0.235,0.297,0.342,0.639,0.289,70.0,
2005,KIA 타이거즈,김종국,2B,0.81,117,429,374,39,88,15,3,4,121,40,11,5,37,3,0,68,7,10,5,0.235,0.306,0.324,0.629,0.289,69.9,
2005,KIA 타이거즈,송산,C,0.66,75,141,125,14,33,4,0,3,46,19,2,2,10,1,0,27,3,5,0,0.264,0.324,0.368,0.692,0.311,85.1,
2005,KIA 타이거즈,이재주,DH,0.61,79,148,124,10,31,8,0,5,54,19,0,1,22,2,1,32,5,0,0,0.25,0.372,0.435,0.807,0.37,125.1,
2005,KIA 타이거즈,김경언,LF,0.54,78,202,188,23,51,10,1,5,78,19,2,2,8,2,0,38,1,4,0,0.271,0.308,0.415,0.723,0.323,93.2,
2005,KIA 타이거즈,김경진,,0.18,42,81,62,12,13,3,0,1,19,7,0,0,11,3,0,19,5,3,2,0.21,0.346,0.306,0.653,0.304,80.5,
2005,KIA 타이거즈,임성민,,0.11,47,62,56,12,13,2,0,1,18,3,0,0,6,0,0,14,2,0,0,0.232,0.307,0.321,0.628,0.297,75.6,
2005,KIA 타이거즈,김민철,SS,0.03,101,203,179,21,39,7,3,0,52,13,11,4,10,3,0,41,1,11,0,0.218,0.271,0.291,0.561,0.251,43.9,
2005,KIA 타이거즈,김성호,C,0.01,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2005,KIA 타이거즈,차일목,C,0.01,6,10,8,2,2,0,0,0,2,1,0,0,1,0,0,1,0,1,0,0.25,0.333,0.25,0.583,0.261,50.7,
2005,KIA 타이거즈,주창훈,1B,0.01,1,3,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.0,0.333,0.0,0.333,0.251,,
2005,KIA 타이거즈,김주호,,-0.01,5,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.236,33.5,
2005,KIA 타이거즈,김주호,,-0.01,5,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.236,33.2,
2005,KIA 타이거즈,백정훈,,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-127.1,
2005,KIA 타이거즈,이영수,,-0.04,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-127.1,
2005,KIA 타이거즈,홍현우,3B,-0.05,25,64,59,6,13,3,0,1,19,1,0,0,3,0,0,16,0,2,0,0.22,0.258,0.322,0.58,0.26,50.1,
2005,KIA 타이거즈,서동욱,,-0.1,12,7,6,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0.0,0.143,0.0,0.143,0.103,-56.8,
2005,KIA 타이거즈,장일현,,-0.15,11,16,15,0,2,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0.133,0.188,0.133,0.321,0.163,-16.0,
2005,KIA 타이거즈,최훈락,,-0.25,24,24,22,3,2,1,0,0,3,3,1,1,1,1,0,9,1,0,0,0.091,0.167,0.136,0.303,0.155,-21.2,
2005,KIA 타이거즈,김원섭,,-0.45,28,26,25,5,1,0,0,0,1,0,0,0,1,0,0,6,2,0,0,0.04,0.077,0.04,0.117,0.064,-83.5,
2005,KIA 타이거즈,김주형,,-0.45,39,114,99,6,17,3,0,0,20,6,0,0,9,4,1,25,3,2,0,0.172,0.268,0.202,0.47,0.229,29.2,
2005,현대 유니콘스,서튼,LF,6.05,119,521,424,76,124,18,2,35,251,102,0,2,86,4,8,101,3,0,7,0.292,0.411,0.592,1.003,0.435,168.8,
2005,현대 유니콘스,송지만,RF,3.73,123,510,436,70,118,22,0,24,212,74,3,3,43,24,0,101,9,4,3,0.271,0.366,0.486,0.852,0.382,133.4,
2005,현대 유니콘스,정성훈,3B,3.42,126,523,458,61,122,20,1,17,195,72,7,3,49,7,0,67,14,9,0,0.266,0.346,0.426,0.772,0.349,110.8,
2005,현대 유니콘스,강귀태,C,2.18,104,297,265,30,70,12,0,8,106,38,2,0,26,4,1,38,9,1,1,0.264,0.338,0.4,0.738,0.339,104.0,
2005,현대 유니콘스,정수성,CF,2.08,118,429,366,53,100,14,5,0,124,19,29,5,21,20,0,76,9,19,3,0.273,0.344,0.339,0.683,0.31,84.6,
2005,현대 유니콘스,이택근,1B,1.44,71,169,139,20,46,9,0,2,61,14,2,1,19,8,0,22,1,3,0,0.331,0.44,0.439,0.879,0.406,149.3,
2005,현대 유니콘스,이숭용,DH,1.26,105,390,330,45,83,13,0,14,138,55,1,1,46,9,2,50,10,3,2,0.252,0.357,0.418,0.775,0.353,113.7,
2005,현대 유니콘스,서한규,SS,1.21,93,303,254,33,63,8,2,2,81,17,9,2,29,5,0,47,2,14,1,0.248,0.336,0.319,0.655,0.299,77.1,
2005,현대 유니콘스,강병식,LF,1.06,94,215,182,25,45,10,0,6,73,20,2,0,27,4,0,44,6,2,0,0.247,0.357,0.401,0.758,0.35,111.5,
2005,현대 유니콘스,전준호,CF,0.91,94,320,278,34,74,8,2,0,86,22,18,8,25,4,0,42,1,10,3,0.266,0.332,0.309,0.642,0.297,75.8,
2005,현대 유니콘스,김동수,C,0.83,96,318,274,24,60,4,2,10,98,30,2,1,20,5,0,56,2,18,1,0.219,0.283,0.358,0.641,0.279,63.5,
2005,현대 유니콘스,채종국,2B,0.76,106,407,342,45,81,10,1,9,120,36,1,8,25,19,1,40,6,16,5,0.237,0.32,0.351,0.671,0.301,78.6,
2005,현대 유니콘스,김일경,3B,0.51,55,121,101,14,23,4,1,1,32,3,4,0,15,2,0,25,2,3,0,0.228,0.339,0.317,0.656,0.308,83.2,
2005,현대 유니콘스,전근표,RF,0.13,37,111,96,12,20,7,0,2,33,4,0,1,14,1,0,27,3,0,0,0.208,0.315,0.344,0.659,0.311,85.0,
2005,현대 유니콘스,김승권,,0.07,8,24,23,3,6,2,0,1,11,4,0,0,0,0,0,6,1,1,0,0.261,0.261,0.478,0.739,0.312,86.1,
2005,현대 유니콘스,유한준,,0.02,18,28,26,3,5,1,0,1,9,5,1,0,2,0,0,7,0,0,0,0.192,0.25,0.346,0.596,0.273,59.2,
2005,현대 유니콘스,조재호,,0.01,16,31,27,2,6,2,0,0,8,4,0,1,3,1,0,7,2,0,0,0.222,0.323,0.296,0.619,0.3,77.8,
2005,현대 유니콘스,이상현,P,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,,,0.722,,
2005,현대 유니콘스,오재일,1B,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2005,현대 유니콘스,허준,C,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2005,현대 유니콘스,조승현,,-0.0,5,6,5,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.2,0.333,0.2,0.533,0.277,62.4,
2005,현대 유니콘스,유덕형,,-0.04,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-125.1,
2005,현대 유니콘스,차화준,,-0.11,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,-125.1,
2005,현대 유니콘스,오윤,,-0.15,9,10,10,0,1,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0.1,0.1,0.1,0.2,0.094,-61.4,
2005,현대 유니콘스,지석훈,SS,-0.4,61,112,106,10,19,3,0,2,28,8,0,0,3,1,0,35,3,2,0,0.179,0.209,0.264,0.473,0.216,20.6,
2005,현대 유니콘스,장교성,,-0.45,37,45,40,3,4,1,0,0,5,1,0,2,3,2,0,15,1,0,0,0.1,0.2,0.125,0.325,0.173,-7.8,
2006,두산 베어스,홍성흔,C,3.65,119,424,390,36,112,16,0,10,158,56,1,1,26,4,1,49,10,2,2,0.287,0.337,0.405,0.742,0.344,117.8,
